"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2005"	"2005"	1868	6403290	29.2
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2006"	"2006"	1900	6410084	29.6
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2007"	"2007"	1905	6431559	29.6
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2008"	"2008"	1905	6468967	29.4
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2009"	"2009"	1870	6517613	28.7
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2010"	"2010"	1737	6564073	26.5
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2011"	"2011"	1880	6612270	28.4
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2012"	"2012"	1930	6655829	29.0
	"Urinary Bladder invasive and in situ"	"29010"	"Massachusetts"	"25"	"2013"	"2013"	1833	6708874	27.3
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"1999"	"1999"	2376	9897116	24.0
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2000"	"2000"	2441	9952450	24.5
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2001"	"2001"	2401	9991120	24.0
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2002"	"2002"	2367	10015710	23.6
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2003"	"2003"	2440	10041152	24.3
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2004"	"2004"	2316	10055315	23.0
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2005"	"2005"	2702	10051137	26.9
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2006"	"2006"	2503	10036081	24.9
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2007"	"2007"	2646	10001284	26.5
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2008"	"2008"	2535	9946889	25.5
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2009"	"2009"	2609	9901591	26.3
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2010"	"2010"	2670	9876498	27.0
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2011"	"2011"	2661	9875736	26.9
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2012"	"2012"	2675	9884781	27.1
	"Urinary Bladder invasive and in situ"	"29010"	"Michigan"	"26"	"2013"	"2013"	2555	9898193	25.8
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"1999"	"1999"	1019	4873481	20.9
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2000"	"2000"	1010	4933692	20.5
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2001"	"2001"	1085	4982796	21.8
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2002"	"2002"	1136	5018935	22.6
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2003"	"2003"	1138	5053572	22.5
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2004"	"2004"	1234	5087713	24.3
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2005"	"2005"	1175	5119598	23.0
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2006"	"2006"	1181	5163555	22.9
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2007"	"2007"	1184	5207203	22.7
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2008"	"2008"	1239	5247018	23.6
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2009"	"2009"	1267	5281203	24.0
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2010"	"2010"	1315	5310418	24.8
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2011"	"2011"	1373	5348036	25.7
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2012"	"2012"	1332	5380615	24.8
	"Urinary Bladder invasive and in situ"	"29010"	"Minnesota"	"27"	"2013"	"2013"	1233	5422060	22.7
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2003"	"2003"	456	2868312	15.9
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2004"	"2004"	480	2889010	16.6
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2005"	"2005"	507	2876229	17.6
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2006"	"2006"	503	2904978	17.3
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2007"	"2007"	475	2928350	16.2
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2008"	"2008"	565	2947806	19.2
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2009"	"2009"	507	2958774	17.1
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2010"	"2010"	547	2970811	18.4
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2011"	"2011"	541	2978464	18.2
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2012"	"2012"	579	2986137	19.4
	"Urinary Bladder invasive and in situ"	"29010"	"Mississippi"	"28"	"2013"	"2013"	581	2992206	19.4
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"1999"	"1999"	1155	5561948	20.8
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2000"	"2000"	1235	5607285	22.0
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2001"	"2001"	1231	5641142	21.8
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2002"	"2002"	1285	5674825	22.6
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2003"	"2003"	1278	5709403	22.4
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2004"	"2004"	1206	5747741	21.0
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2005"	"2005"	1413	5790300	24.4
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2006"	"2006"	1255	5842704	21.5
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2007"	"2007"	1295	5887612	22.0
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2008"	"2008"	1316	5923916	22.2
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2009"	"2009"	1342	5961088	22.5
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2010"	"2010"	1359	5996085	22.7
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2011"	"2011"	1282	6010544	21.3
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2012"	"2012"	1332	6025281	22.1
	"Urinary Bladder invasive and in situ"	"29010"	"Missouri"	"29"	"2013"	"2013"	1392	6044917	23.0
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"1999"	"1999"	230	897507	25.6
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2000"	"2000"	229	903773	25.3
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2001"	"2001"	229	906961	25.2
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2002"	"2002"	263	911667	28.8
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2003"	"2003"	255	919630	27.7
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2004"	"2004"	261	930009	28.1
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2005"	"2005"	256	940102	27.2
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2006"	"2006"	241	952692	25.3
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2007"	"2007"	256	964706	26.5
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2008"	"2008"	248	976415	25.4
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2009"	"2009"	270	983982	27.4
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2010"	"2010"	264	990575	26.7
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2011"	"2011"	297	997661	29.8
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2012"	"2012"	297	1005163	29.5
	"Urinary Bladder invasive and in situ"	"29010"	"Montana"	"30"	"2013"	"2013"	269	1014864	26.5
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"1999"	"1999"	384	1704764	22.5
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2000"	"2000"	391	1713820	22.8
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2001"	"2001"	429	1719836	24.9
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2002"	"2002"	395	1728292	22.9
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2003"	"2003"	384	1738643	22.1
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2004"	"2004"	420	1749370	24.0
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2005"	"2005"	413	1761497	23.4
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2006"	"2006"	390	1772693	22.0
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2007"	"2007"	439	1783440	24.6
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2008"	"2008"	381	1796378	21.2
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2009"	"2009"	376	1812683	20.7
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2010"	"2010"	410	1829865	22.4
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2011"	"2011"	430	1842232	23.3
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2012"	"2012"	410	1855487	22.1
	"Urinary Bladder invasive and in situ"	"29010"	"Nebraska"	"31"	"2013"	"2013"	421	1868969	22.5
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"1999"	"1999"	368	1934718	19.0
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2000"	"2000"	516	2018741	25.6
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2001"	"2001"	537	2098399	25.6
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2002"	"2002"	507	2173791	23.3
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2003"	"2003"	541	2248850	24.1
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2004"	"2004"	536	2346222	22.8
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2005"	"2005"	598	2432143	24.6
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2006"	"2006"	543	2522658	21.5
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2007"	"2007"	488	2601072	18.8
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2008"	"2008"	614	2653630	23.1
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2009"	"2009"	626	2684665	23.3
	"Urinary Bladder invasive and in situ"	"29010"	"Nevada"	"32"	"2010"	"2010"	574	2703493	21.2
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"1999"	"1999"	312	1222014	25.5
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2000"	"2000"	314	1239882	25.3
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2001"	"2001"	340	1255517	27.1
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2002"	"2002"	392	1269089	30.9
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2003"	"2003"	354	1279840	27.7
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2004"	"2004"	379	1290121	29.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2005"	"2005"	393	1298492	30.3
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2006"	"2006"	390	1308389	29.8
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2007"	"2007"	404	1312540	30.8
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2008"	"2008"	394	1315906	29.9
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2009"	"2009"	464	1316102	35.3
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2010"	"2010"	460	1316517	34.9
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2011"	"2011"	472	1318109	35.8
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2012"	"2012"	455	1321297	34.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Hampshire"	"33"	"2013"	"2013"	429	1322616	32.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"1999"	"1999"	2255	8359592	27.0
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2000"	"2000"	2334	8430621	27.7
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2001"	"2001"	2384	8492671	28.1
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2002"	"2002"	2271	8552643	26.6
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2003"	"2003"	2292	8601402	26.6
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2004"	"2004"	2576	8634561	29.8
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2005"	"2005"	2420	8651974	28.0
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2006"	"2006"	2521	8661679	29.1
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2007"	"2007"	2475	8677885	28.5
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2008"	"2008"	2421	8711090	27.8
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2009"	"2009"	2358	8755602	26.9
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2010"	"2010"	2348	8803580	26.7
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2011"	"2011"	2307	8842614	26.1
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2012"	"2012"	2487	8876000	28.0
	"Urinary Bladder invasive and in situ"	"29010"	"New Jersey"	"34"	"2013"	"2013"	2395	8911502	26.9
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"1999"	"1999"	293	1808082	16.2
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2000"	"2000"	298	1821204	16.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2001"	"2001"	293	1831690	16.0
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2002"	"2002"	289	1855309	15.6
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2003"	"2003"	298	1877574	15.9
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2004"	"2004"	331	1903808	17.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2005"	"2005"	317	1932274	16.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2006"	"2006"	294	1962137	15.0
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2007"	"2007"	346	1990070	17.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2008"	"2008"	342	2010662	17.0
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2009"	"2009"	302	2036802	14.8
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2010"	"2010"	339	2064950	16.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2011"	"2011"	320	2078407	15.4
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2012"	"2012"	378	2084594	18.1
	"Urinary Bladder invasive and in situ"	"29010"	"New Mexico"	"35"	"2013"	"2013"	317	2086895	15.2
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"1999"	"1999"	4555	18882725	24.1
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2000"	"2000"	4662	19001780	24.5
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2001"	"2001"	4613	19082838	24.2
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2002"	"2002"	4710	19137800	24.6
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2003"	"2003"	4868	19175939	25.4
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2004"	"2004"	5024	19171567	26.2
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2005"	"2005"	5070	19132610	26.5
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2006"	"2006"	4959	19104631	26.0
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2007"	"2007"	4992	19132335	26.1
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2008"	"2008"	5153	19212436	26.8
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2009"	"2009"	5171	19307066	26.8
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2010"	"2010"	4880	19400867	25.2
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2011"	"2011"	5213	19521745	26.7
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2012"	"2012"	5291	19607140	27.0
	"Urinary Bladder invasive and in situ"	"29010"	"New York"	"36"	"2013"	"2013"	5323	19695680	27.0
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"1999"	"1999"	1466	7949361	18.4
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2000"	"2000"	1474	8081614	18.2
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2001"	"2001"	1531	8210122	18.6
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2002"	"2002"	1531	8326201	18.4
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2003"	"2003"	1614	8422501	19.2
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2004"	"2004"	1813	8553152	21.2
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2005"	"2005"	1798	8705407	20.7
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2006"	"2006"	1836	8917270	20.6
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2007"	"2007"	1945	9118037	21.3
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2008"	"2008"	2031	9309449	21.8
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2009"	"2009"	2181	9449566	23.1
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2010"	"2010"	2102	9559488	22.0
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2011"	"2011"	2045	9651502	21.2
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2012"	"2012"	2229	9748181	22.9
	"Urinary Bladder invasive and in situ"	"29010"	"North Carolina"	"37"	"2013"	"2013"	2123	9848917	21.6
	"Urinary Bladder invasive and in situ"	"29010"	"North Dakota"	"38"	"1999"	"1999"	171	644259	26.5
	"Urinary Bladder invasive and in situ"	"29010"	"North Dakota"	"38"	"2000"	"2000"	173	642023	26.9
	"Urinary Bladder invasive and in situ"	"29010"	"North Dakota"	"38"	"2001"	"2001"	135	639062	21.1
