"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"1999"	"1999"	135	1811799	7.5
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2000"	"2000"	137	1807021	7.6
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2001"	"2001"	147	1801481	8.2
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2002"	"2002"	145	1805414	8.0
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2003"	"2003"	163	1812295	9.0
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2004"	"2004"	163	1816438	9.0
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2005"	"2005"	141	1820492	7.7
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2006"	"2006"	160	1827912	8.8
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2007"	"2007"	173	1834052	9.4
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2008"	"2008"	155	1840310	8.4
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2009"	"2009"	148	1847775	8.0
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2010"	"2010"	139	1854176	7.5
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2011"	"2011"	130	1854982	7.0
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2012"	"2012"	148	1856313	8.0
	"Brain and Other Nervous System"	"31010-31040"	"West Virginia"	"54"	"2013"	"2013"	138	1853595	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"1999"	"1999"	391	5332666	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2000"	"2000"	395	5373999	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2001"	"2001"	412	5406835	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2002"	"2002"	399	5445162	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2003"	"2003"	385	5479203	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2004"	"2004"	407	5514026	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2005"	"2005"	422	5546166	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2006"	"2006"	464	5577655	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2007"	"2007"	476	5610775	8.5
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2008"	"2008"	446	5640996	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2009"	"2009"	504	5669264	8.9
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2010"	"2010"	457	5689268	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2011"	"2011"	482	5708785	8.4
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2012"	"2012"	427	5724888	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Wisconsin"	"55"	"2013"	"2013"	437	5742953	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"1999"	"1999"	36	491780	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2000"	"2000"	32	494300	6.5
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2001"	"2001"	34	494657	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2002"	"2002"	35	500017	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2003"	"2003"	37	503453	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2004"	"2004"	39	509106	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2005"	"2005"	33	514157	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2006"	"2006"	38	522667	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2007"	"2007"	28	534876	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2008"	"2008"	31	546043	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2009"	"2009"	50	559851	8.9
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2010"	"2010"	58	564358	10.3
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2011"	"2011"	35	567631	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2012"	"2012"	42	576893	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Wyoming"	"56"	"2013"	"2013"	32	583223	5.5
	"Breast"	"26000"	"Alabama"	"01"	"1999"	"1999"	3035	4430141	68.5
	"Breast"	"26000"	"Alabama"	"01"	"2000"	"2000"	2996	4452173	67.3
	"Breast"	"26000"	"Alabama"	"01"	"2001"	"2001"	3120	4467634	69.8
	"Breast"	"26000"	"Alabama"	"01"	"2002"	"2002"	3089	4480089	68.9
	"Breast"	"26000"	"Alabama"	"01"	"2003"	"2003"	2919	4503491	64.8
	"Breast"	"26000"	"Alabama"	"01"	"2004"	"2004"	2950	4530729	65.1
	"Breast"	"26000"	"Alabama"	"01"	"2005"	"2005"	3096	4565917	67.8
	"Breast"	"26000"	"Alabama"	"01"	"2006"	"2006"	3267	4628981	70.6
	"Breast"	"26000"	"Alabama"	"01"	"2007"	"2007"	3276	4672840	70.1
	"Breast"	"26000"	"Alabama"	"01"	"2008"	"2008"	3484	4718206	73.8
	"Breast"	"26000"	"Alabama"	"01"	"2009"	"2009"	3463	4757938	72.8
	"Breast"	"26000"	"Alabama"	"01"	"2010"	"2010"	3446	4785822	72.0
	"Breast"	"26000"	"Alabama"	"01"	"2011"	"2011"	3473	4801695	72.3
	"Breast"	"26000"	"Alabama"	"01"	"2012"	"2012"	3592	4817484	74.6
	"Breast"	"26000"	"Alabama"	"01"	"2013"	"2013"	3692	4833996	76.4
	"Breast"	"26000"	"Alaska"	"02"	"1999"	"1999"	306	624779	49.0
	"Breast"	"26000"	"Alaska"	"02"	"2000"	"2000"	361	627963	57.5
	"Breast"	"26000"	"Alaska"	"02"	"2001"	"2001"	341	633714	53.8
	"Breast"	"26000"	"Alaska"	"02"	"2002"	"2002"	327	642337	50.9
	"Breast"	"26000"	"Alaska"	"02"	"2003"	"2003"	374	648414	57.7
	"Breast"	"26000"	"Alaska"	"02"	"2004"	"2004"	339	659286	51.4
	"Breast"	"26000"	"Alaska"	"02"	"2005"	"2005"	369	666946	55.3
	"Breast"	"26000"	"Alaska"	"02"	"2006"	"2006"	371	675302	54.9
	"Breast"	"26000"	"Alaska"	"02"	"2007"	"2007"	390	680300	57.3
	"Breast"	"26000"	"Alaska"	"02"	"2008"	"2008"	407	687455	59.2
	"Breast"	"26000"	"Alaska"	"02"	"2009"	"2009"	377	698895	53.9
	"Breast"	"26000"	"Alaska"	"02"	"2010"	"2010"	414	713856	58.0
	"Breast"	"26000"	"Alaska"	"02"	"2011"	"2011"	420	722572	58.1
	"Breast"	"26000"	"Alaska"	"02"	"2012"	"2012"	408	731081	55.8
	"Breast"	"26000"	"Alaska"	"02"	"2013"	"2013"	420	737259	57.0
	"Breast"	"26000"	"Arizona"	"04"	"1999"	"1999"	3319	5023823	66.1
	"Breast"	"26000"	"Arizona"	"04"	"2000"	"2000"	3410	5160586	66.1
	"Breast"	"26000"	"Arizona"	"04"	"2001"	"2001"	3478	5273477	66.0
	"Breast"	"26000"	"Arizona"	"04"	"2002"	"2002"	3489	5396255	64.7
	"Breast"	"26000"	"Arizona"	"04"	"2003"	"2003"	3290	5510364	59.7
	"Breast"	"26000"	"Arizona"	"04"	"2004"	"2004"	3448	5652404	61.0
	"Breast"	"26000"	"Arizona"	"04"	"2005"	"2005"	3300	5839077	56.5
	"Breast"	"26000"	"Arizona"	"04"	"2006"	"2006"	3452	6029141	57.3
	"Breast"	"26000"	"Arizona"	"04"	"2007"	"2007"	3863	6167681	62.6
	"Breast"	"26000"	"Arizona"	"04"	"2008"	"2008"	4075	6280362	64.9
	"Breast"	"26000"	"Arizona"	"04"	"2009"	"2009"	4128	6343154	65.1
	"Breast"	"26000"	"Arizona"	"04"	"2010"	"2010"	4064	6411999	63.4
	"Breast"	"26000"	"Arizona"	"04"	"2011"	"2011"	4193	6472867	64.8
	"Breast"	"26000"	"Arizona"	"04"	"2012"	"2012"	4200	6556236	64.1
	"Breast"	"26000"	"Arizona"	"04"	"2013"	"2013"	4421	6634997	66.6
	"Breast"	"26000"	"Arkansas"	"05"	"2001"	"2001"	1879	2691571	69.8
	"Breast"	"26000"	"Arkansas"	"05"	"2002"	"2002"	1946	2705927	71.9
	"Breast"	"26000"	"Arkansas"	"05"	"2003"	"2003"	1809	2724816	66.4
	"Breast"	"26000"	"Arkansas"	"05"	"2004"	"2004"	1756	2749686	63.9
	"Breast"	"26000"	"Arkansas"	"05"	"2005"	"2005"	1747	2781097	62.8
	"Breast"	"26000"	"Arkansas"	"05"	"2006"	"2006"	1856	2821761	65.8
	"Breast"	"26000"	"Arkansas"	"05"	"2007"	"2007"	1952	2848650	68.5
	"Breast"	"26000"	"Arkansas"	"05"	"2008"	"2008"	1812	2874554	63.0
	"Breast"	"26000"	"Arkansas"	"05"	"2009"	"2009"	1931	2896843	66.7
	"Breast"	"26000"	"Arkansas"	"05"	"2010"	"2010"	1963	2922297	67.2
	"Breast"	"26000"	"Arkansas"	"05"	"2011"	"2011"	1923	2938430	65.4
	"Breast"	"26000"	"Arkansas"	"05"	"2012"	"2012"	2001	2949300	67.8
	"Breast"	"26000"	"Arkansas"	"05"	"2013"	"2013"	2176	2958765	73.5
	"Breast"	"26000"	"California"	"06"	"1999"	"1999"	22037	33499204	65.8
	"Breast"	"26000"	"California"	"06"	"2000"	"2000"	22069	33987977	64.9
	"Breast"	"26000"	"California"	"06"	"2001"	"2001"	22382	34479458	64.9
	"Breast"	"26000"	"California"	"06"	"2002"	"2002"	22570	34871843	64.7
	"Breast"	"26000"	"California"	"06"	"2003"	"2003"	21373	35253159	60.6
	"Breast"	"26000"	"California"	"06"	"2004"	"2004"	21449	35574576	60.3
	"Breast"	"26000"	"California"	"06"	"2005"	"2005"	22200	35827943	62.0
	"Breast"	"26000"	"California"	"06"	"2006"	"2006"	22338	36021202	62.0
	"Breast"	"26000"	"California"	"06"	"2007"	"2007"	23344	36250311	64.4
	"Breast"	"26000"	"California"	"06"	"2008"	"2008"	24115	36604337	65.9
	"Breast"	"26000"	"California"	"06"	"2009"	"2009"	24172	36961229	65.4
	"Breast"	"26000"	"California"	"06"	"2010"	"2010"	23875	37336011	63.9
	"Breast"	"26000"	"California"	"06"	"2011"	"2011"	24961	37701901	66.2
	"Breast"	"26000"	"California"	"06"	"2012"	"2012"	25367	38062780	66.6
	"Breast"	"26000"	"California"	"06"	"2013"	"2013"	25785	38431393	67.1
	"Breast"	"26000"	"Colorado"	"08"	"1999"	"1999"	2877	4226018	68.1
	"Breast"	"26000"	"Colorado"	"08"	"2000"	"2000"	2805	4326921	64.8
	"Breast"	"26000"	"Colorado"	"08"	"2001"	"2001"	2853	4425687	64.5
	"Breast"	"26000"	"Colorado"	"08"	"2002"	"2002"	2847	4490406	63.4
	"Breast"	"26000"	"Colorado"	"08"	"2003"	"2003"	2883	4528732	63.7
	"Breast"	"26000"	"Colorado"	"08"	"2004"	"2004"	2693	4575013	58.9
	"Breast"	"26000"	"Colorado"	"08"	"2005"	"2005"	2952	4631888	63.7
	"Breast"	"26000"	"Colorado"	"08"	"2006"	"2006"	2955	4720423	62.6
	"Breast"	"26000"	"Colorado"	"08"	"2007"	"2007"	3107	4803868	64.7
	"Breast"	"26000"	"Colorado"	"08"	"2008"	"2008"	3244	4889730	66.3
	"Breast"	"26000"	"Colorado"	"08"	"2009"	"2009"	3460	4972195	69.6
	"Breast"	"26000"	"Colorado"	"08"	"2010"	"2010"	3397	5048575	67.3
	"Breast"	"26000"	"Colorado"	"08"	"2011"	"2011"	3371	5119661	65.8
	"Breast"	"26000"	"Colorado"	"08"	"2012"	"2012"	3530	5191709	68.0
	"Breast"	"26000"	"Colorado"	"08"	"2013"	"2013"	3611	5272086	68.5
	"Breast"	"26000"	"Connecticut"	"09"	"1999"	"1999"	2989	3386401	88.3
	"Breast"	"26000"	"Connecticut"	"09"	"2000"	"2000"	2900	3411777	85.0
	"Breast"	"26000"	"Connecticut"	"09"	"2001"	"2001"	3066	3432835	89.3
	"Breast"	"26000"	"Connecticut"	"09"	"2002"	"2002"	2871	3458749	83.0
	"Breast"	"26000"	"Connecticut"	"09"	"2003"	"2003"	2763	3484336	79.3
	"Breast"	"26000"	"Connecticut"	"09"	"2004"	"2004"	2848	3496094	81.5
	"Breast"	"26000"	"Connecticut"	"09"	"2005"	"2005"	2892	3506956	82.5
	"Breast"	"26000"	"Connecticut"	"09"	"2006"	"2006"	2916	3517460	82.9
	"Breast"	"26000"	"Connecticut"	"09"	"2007"	"2007"	2960	3527270	83.9
	"Breast"	"26000"	"Connecticut"	"09"	"2008"	"2008"	2999	3545579	84.6
	"Breast"	"26000"	"Connecticut"	"09"	"2009"	"2009"	3077	3561807	86.4
	"Breast"	"26000"	"Connecticut"	"09"	"2010"	"2010"	3139	3579345	87.7
	"Breast"	"26000"	"Connecticut"	"09"	"2011"	"2011"	3116	3590537	86.8
	"Breast"	"26000"	"Connecticut"	"09"	"2012"	"2012"	3144	3594362	87.5
	"Breast"	"26000"	"Connecticut"	"09"	"2013"	"2013"	3173	3599341	88.2
	"Breast"	"26000"	"Delaware"	"10"	"1999"	"1999"	595	774990	76.8
	"Breast"	"26000"	"Delaware"	"10"	"2000"	"2000"	609	786373	77.4
	"Breast"	"26000"	"Delaware"	"10"	"2001"	"2001"	604	795699	75.9
	"Breast"	"26000"	"Delaware"	"10"	"2002"	"2002"	581	806169	72.1
	"Breast"	"26000"	"Delaware"	"10"	"2003"	"2003"	588	818003	71.9
	"Breast"	"26000"	"Delaware"	"10"	"2004"	"2004"	571	830803	68.7
	"Breast"	"26000"	"Delaware"	"10"	"2005"	"2005"	664	845150	78.6
	"Breast"	"26000"	"Delaware"	"10"	"2006"	"2006"	605	859268	70.4
	"Breast"	"26000"	"Delaware"	"10"	"2007"	"2007"	707	871749	81.1
	"Breast"	"26000"	"Delaware"	"10"	"2008"	"2008"	680	883874	76.9
	"Breast"	"26000"	"Delaware"	"10"	"2009"	"2009"	693	891730	77.7
	"Breast"	"26000"	"Delaware"	"10"	"2010"	"2010"	740	899731	82.2
	"Breast"	"26000"	"Delaware"	"10"	"2011"	"2011"	713	907829	78.5
	"Breast"	"26000"	"Delaware"	"10"	"2012"	"2012"	728	916881	79.4
	"Breast"	"26000"	"Delaware"	"10"	"2013"	"2013"	871	925240	94.1
	"Breast"	"26000"	"District of Columbia"	"11"	"1999"	"1999"	452	570213	79.3
	"Breast"	"26000"	"District of Columbia"	"11"	"2000"	"2000"	446	572046	78.0
	"Breast"	"26000"	"District of Columbia"	"11"	"2001"	"2001"	466	574504	81.1
	"Breast"	"26000"	"District of Columbia"	"11"	"2003"	"2003"	593	568502	104.3
	"Breast"	"26000"	"District of Columbia"	"11"	"2004"	"2004"	410	567754	72.2
	"Breast"	"26000"	"District of Columbia"	"11"	"2005"	"2005"	415	567136	73.2
	"Breast"	"26000"	"District of Columbia"	"11"	"2006"	"2006"	450	570681	78.9
	"Breast"	"26000"	"District of Columbia"	"11"	"2007"	"2007"	451	574404	78.5
	"Breast"	"26000"	"District of Columbia"	"11"	"2008"	"2008"	434	580236	74.8
	"Breast"	"26000"	"District of Columbia"	"11"	"2009"	"2009"	455	592228	76.8
	"Breast"	"26000"	"District of Columbia"	"11"	"2010"	"2010"	472	605210	78.0
	"Breast"	"26000"	"District of Columbia"	"11"	"2011"	"2011"	515	620427	83.0
	"Breast"	"26000"	"District of Columbia"	"11"	"2012"	"2012"	457	635040	72.0
	"Breast"	"26000"	"District of Columbia"	"11"	"2013"	"2013"	474	649111	73.0
	"Breast"	"26000"	"Florida"	"12"	"1999"	"1999"	13613	15759421	86.4
	"Breast"	"26000"	"Florida"	"12"	"2000"	"2000"	13601	16047515	84.8
	"Breast"	"26000"	"Florida"	"12"	"2001"	"2001"	13796	16356966	84.3
	"Breast"	"26000"	"Florida"	"12"	"2002"	"2002"	13773	16689370	82.5
	"Breast"	"26000"	"Florida"	"12"	"2003"	"2003"	12965	17004085	76.2
	"Breast"	"26000"	"Florida"	"12"	"2004"	"2004"	12817	17415318	73.6
	"Breast"	"26000"	"Florida"	"12"	"2005"	"2005"	13217	17842038	74.1
	"Breast"	"26000"	"Florida"	"12"	"2006"	"2006"	13530	18166990	74.5
	"Breast"	"26000"	"Florida"	"12"	"2007"	"2007"	13818	18367842	75.2
	"Breast"	"26000"	"Florida"	"12"	"2008"	"2008"	14301	18527305	77.2
	"Breast"	"26000"	"Florida"	"12"	"2009"	"2009"	14466	18652644	77.6
	"Breast"	"26000"	"Florida"	"12"	"2010"	"2010"	14538	18852220	77.1
	"Breast"	"26000"	"Florida"	"12"	"2011"	"2011"	14703	19107900	76.9
	"Breast"	"26000"	"Florida"	"12"	"2012"	"2012"	15285	19355257	79.0
	"Breast"	"26000"	"Florida"	"12"	"2013"	"2013"	15328	19600311	78.2
	"Breast"	"26000"	"Georgia"	"13"	"1999"	"1999"	4759	8045965	59.1
	"Breast"	"26000"	"Georgia"	"13"	"2000"	"2000"	5063	8227303	61.5
	"Breast"	"26000"	"Georgia"	"13"	"2001"	"2001"	5227	8377038	62.4
	"Breast"	"26000"	"Georgia"	"13"	"2002"	"2002"	5296	8508256	62.2
	"Breast"	"26000"	"Georgia"	"13"	"2003"	"2003"	5274	8622793	61.2
	"Breast"	"26000"	"Georgia"	"13"	"2004"	"2004"	5395	8769252	61.5
	"Breast"	"26000"	"Georgia"	"13"	"2005"	"2005"	5310	8925922	59.5
	"Breast"	"26000"	"Georgia"	"13"	"2006"	"2006"	5556	9155813	60.7
	"Breast"	"26000"	"Georgia"	"13"	"2007"	"2007"	6083	9349988	65.1
	"Breast"	"26000"	"Georgia"	"13"	"2008"	"2008"	6210	9504843	65.3
	"Breast"	"26000"	"Georgia"	"13"	"2009"	"2009"	6409	9620846	66.6
	"Breast"	"26000"	"Georgia"	"13"	"2010"	"2010"	6256	9714464	64.4
	"Breast"	"26000"	"Georgia"	"13"	"2011"	"2011"	6703	9813201	68.3
	"Breast"	"26000"	"Georgia"	"13"	"2012"	"2012"	6774	9919000	68.3
	"Breast"	"26000"	"Georgia"	"13"	"2013"	"2013"	6916	9994759	69.2
	"Breast"	"26000"	"Hawaii"	"15"	"1999"	"1999"	879	1210300	72.6
	"Breast"	"26000"	"Hawaii"	"15"	"2000"	"2000"	787	1213519	64.9
	"Breast"	"26000"	"Hawaii"	"15"	"2001"	"2001"	921	1225948	75.1
	"Breast"	"26000"	"Hawaii"	"15"	"2002"	"2002"	908	1239613	73.2
	"Breast"	"26000"	"Hawaii"	"15"	"2003"	"2003"	868	1251154	69.4
	"Breast"	"26000"	"Hawaii"	"15"	"2004"	"2004"	884	1273569	69.4
	"Breast"	"26000"	"Hawaii"	"15"	"2005"	"2005"	871	1292729	67.4
	"Breast"	"26000"	"Hawaii"	"15"	"2006"	"2006"	841	1309731	64.2
	"Breast"	"26000"	"Hawaii"	"15"	"2007"	"2007"	921	1315675	70.0
	"Breast"	"26000"	"Hawaii"	"15"	"2008"	"2008"	965	1332213	72.4
	"Breast"	"26000"	"Hawaii"	"15"	"2009"	"2009"	1044	1346717	77.5
	"Breast"	"26000"	"Hawaii"	"15"	"2010"	"2010"	1078	1363950	79.0
	"Breast"	"26000"	"Hawaii"	"15"	"2011"	"2011"	1058	1378251	76.8
	"Breast"	"26000"	"Hawaii"	"15"	"2012"	"2012"	1168	1392766	83.9
	"Breast"	"26000"	"Hawaii"	"15"	"2013"	"2013"	1220	1408987	86.6
	"Breast"	"26000"	"Idaho"	"16"	"1999"	"1999"	822	1275674	64.4
	"Breast"	"26000"	"Idaho"	"16"	"2000"	"2000"	859	1299430	66.1
	"Breast"	"26000"	"Idaho"	"16"	"2001"	"2001"	848	1319962	64.2
	"Breast"	"26000"	"Idaho"	"16"	"2002"	"2002"	908	1340372	67.7
	"Breast"	"26000"	"Idaho"	"16"	"2003"	"2003"	819	1363380	60.1
	"Breast"	"26000"	"Idaho"	"16"	"2004"	"2004"	764	1391802	54.9
	"Breast"	"26000"	"Idaho"	"16"	"2005"	"2005"	811	1428241	56.8
	"Breast"	"26000"	"Idaho"	"16"	"2006"	"2006"	943	1468669	64.2
	"Breast"	"26000"	"Idaho"	"16"	"2007"	"2007"	968	1505105	64.3
	"Breast"	"26000"	"Idaho"	"16"	"2008"	"2008"	945	1534320	61.6
	"Breast"	"26000"	"Idaho"	"16"	"2009"	"2009"	993	1554439	63.9
	"Breast"	"26000"	"Idaho"	"16"	"2010"	"2010"	1011	1570639	64.4
	"Breast"	"26000"	"Idaho"	"16"	"2011"	"2011"	1002	1583780	63.3
	"Breast"	"26000"	"Idaho"	"16"	"2012"	"2012"	1089	1595590	68.3
	"Breast"	"26000"	"Idaho"	"16"	"2013"	"2013"	1085	1612843	67.3
	"Breast"	"26000"	"Illinois"	"17"	"1999"	"1999"	9127	12359020	73.8
	"Breast"	"26000"	"Illinois"	"17"	"2000"	"2000"	8888	12434161	71.5
	"Breast"	"26000"	"Illinois"	"17"	"2001"	"2001"	9072	12488445	72.6
	"Breast"	"26000"	"Illinois"	"17"	"2002"	"2002"	8860	12525556	70.7
	"Breast"	"26000"	"Illinois"	"17"	"2003"	"2003"	8237	12556006	65.6
	"Breast"	"26000"	"Illinois"	"17"	"2004"	"2004"	8370	12589773	66.5
	"Breast"	"26000"	"Illinois"	"17"	"2005"	"2005"	8568	12609903	67.9
	"Breast"	"26000"	"Illinois"	"17"	"2006"	"2006"	8947	12643955	70.8
	"Breast"	"26000"	"Illinois"	"17"	"2007"	"2007"	8981	12695866	70.7
	"Breast"	"26000"	"Illinois"	"17"	"2008"	"2008"	9149	12747038	71.8
	"Breast"	"26000"	"Illinois"	"17"	"2009"	"2009"	9349	12796778	73.1
	"Breast"	"26000"	"Illinois"	"17"	"2010"	"2010"	9438	12840097	73.5
	"Breast"	"26000"	"Illinois"	"17"	"2011"	"2011"	9733	12858725	75.7
	"Breast"	"26000"	"Illinois"	"17"	"2012"	"2012"	9563	12873763	74.3
	"Breast"	"26000"	"Illinois"	"17"	"2013"	"2013"	9945	12890552	77.1
	"Breast"	"26000"	"Indiana"	"18"	"1999"	"1999"	4400	6044969	72.8
	"Breast"	"26000"	"Indiana"	"18"	"2000"	"2000"	4244	6091866	69.7
	"Breast"	"26000"	"Indiana"	"18"	"2001"	"2001"	4425	6127760	72.2
	"Breast"	"26000"	"Indiana"	"18"	"2002"	"2002"	4368	6155967	71.0
	"Breast"	"26000"	"Indiana"	"18"	"2003"	"2003"	4002	6196638	64.6
	"Breast"	"26000"	"Indiana"	"18"	"2004"	"2004"	4010	6233007	64.3
	"Breast"	"26000"	"Indiana"	"18"	"2005"	"2005"	4081	6278616	65.0
	"Breast"	"26000"	"Indiana"	"18"	"2006"	"2006"	4228	6332669	66.8
	"Breast"	"26000"	"Indiana"	"18"	"2007"	"2007"	4308	6379599	67.5
	"Breast"	"26000"	"Indiana"	"18"	"2008"	"2008"	4378	6424806	68.1
	"Breast"	"26000"	"Indiana"	"18"	"2009"	"2009"	4580	6459325	70.9
	"Breast"	"26000"	"Indiana"	"18"	"2010"	"2010"	4511	6490308	69.5
	"Breast"	"26000"	"Indiana"	"18"	"2011"	"2011"	4540	6516560	69.7
	"Breast"	"26000"	"Indiana"	"18"	"2012"	"2012"	4638	6537632	70.9
	"Breast"	"26000"	"Indiana"	"18"	"2013"	"2013"	4732	6570713	72.0
	"Breast"	"26000"	"Iowa"	"19"	"1999"	"1999"	2345	2917634	80.4
	"Breast"	"26000"	"Iowa"	"19"	"2000"	"2000"	2210	2929067	75.5
	"Breast"	"26000"	"Iowa"	"19"	"2001"	"2001"	2319	2931997	79.1
	"Breast"	"26000"	"Iowa"	"19"	"2002"	"2002"	2315	2934234	78.9
	"Breast"	"26000"	"Iowa"	"19"	"2003"	"2003"	2160	2941999	73.4
	"Breast"	"26000"	"Iowa"	"19"	"2004"	"2004"	2163	2953635	73.2
	"Breast"	"26000"	"Iowa"	"19"	"2005"	"2005"	2184	2964454	73.7
	"Breast"	"26000"	"Iowa"	"19"	"2006"	"2006"	2191	2982644	73.5
	"Breast"	"26000"	"Iowa"	"19"	"2007"	"2007"	2218	2999212	74.0
	"Breast"	"26000"	"Iowa"	"19"	"2008"	"2008"	2205	3016734	73.1
	"Breast"	"26000"	"Iowa"	"19"	"2009"	"2009"	2331	3032870	76.9
	"Breast"	"26000"	"Iowa"	"19"	"2010"	"2010"	2369	3050295	77.7
	"Breast"	"26000"	"Iowa"	"19"	"2011"	"2011"	2390	3064904	78.0
	"Breast"	"26000"	"Iowa"	"19"	"2012"	"2012"	2188	3075935	71.1
	"Breast"	"26000"	"Iowa"	"19"	"2013"	"2013"	2242	3092341	72.5
	"Breast"	"26000"	"Kansas"	"20"	"1999"	"1999"	2024	2678338	75.6
	"Breast"	"26000"	"Kansas"	"20"	"2000"	"2000"	2002	2693681	74.3
	"Breast"	"26000"	"Kansas"	"20"	"2001"	"2001"	2030	2702162	75.1
	"Breast"	"26000"	"Kansas"	"20"	"2002"	"2002"	2008	2713535	74.0
	"Breast"	"26000"	"Kansas"	"20"	"2003"	"2003"	1867	2723004	68.6
	"Breast"	"26000"	"Kansas"	"20"	"2004"	"2004"	1860	2734373	68.0
	"Breast"	"26000"	"Kansas"	"20"	"2005"	"2005"	1902	2745299	69.3
	"Breast"	"26000"	"Kansas"	"20"	"2006"	"2006"	2047	2762931	74.1
	"Breast"	"26000"	"Kansas"	"20"	"2007"	"2007"	1969	2783785	70.7
	"Breast"	"26000"	"Kansas"	"20"	"2008"	"2008"	1965	2808076	70.0
	"Breast"	"26000"	"Kansas"	"20"	"2009"	"2009"	1993	2832704	70.4
	"Breast"	"26000"	"Kansas"	"20"	"2010"	"2010"	1973	2858949	69.0
	"Breast"	"26000"	"Kansas"	"20"	"2011"	"2011"	2067	2869965	72.0
	"Breast"	"26000"	"Kansas"	"20"	"2012"	"2012"	2097	2885966	72.7
	"Breast"	"26000"	"Kansas"	"20"	"2013"	"2013"	1946	2895801	67.2
	"Breast"	"26000"	"Kentucky"	"21"	"1999"	"1999"	2931	4018053	72.9
	"Breast"	"26000"	"Kentucky"	"21"	"2000"	"2000"	2856	4049021	70.5
	"Breast"	"26000"	"Kentucky"	"21"	"2001"	"2001"	2890	4068132	71.0
	"Breast"	"26000"	"Kentucky"	"21"	"2002"	"2002"	2836	4089875	69.3
	"Breast"	"26000"	"Kentucky"	"21"	"2003"	"2003"	2811	4117170	68.3
	"Breast"	"26000"	"Kentucky"	"21"	"2004"	"2004"	2800	4146101	67.5
	"Breast"	"26000"	"Kentucky"	"21"	"2005"	"2005"	2844	4182742	68.0
	"Breast"	"26000"	"Kentucky"	"21"	"2006"	"2006"	3056	4219239	72.4
	"Breast"	"26000"	"Kentucky"	"21"	"2007"	"2007"	3052	4256672	71.7
	"Breast"	"26000"	"Kentucky"	"21"	"2008"	"2008"	3104	4289878	72.4
