"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2004"	"2004"	365	3171902	11.5
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2005"	"2005"	363	3199046	11.3
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2006"	"2006"	360	3234367	11.1
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2007"	"2007"	382	3269613	11.7
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2008"	"2008"	388	3301252	11.8
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2009"	"2009"	388	3330508	11.6
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2010"	"2010"	377	3355105	11.2
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2011"	"2011"	375	3389149	11.1
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2012"	"2012"	339	3423070	9.9
	"Breast"	"26000"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2013"	"2013"	381	3461434	11.0
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"1999"	"1999"	58	438609	13.2
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2000"	"2000"	51	449471	11.3
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2001"	"2001"	50	463761	10.8
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2002"	"2002"	63	477469	13.2
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2003"	"2003"	49	487357	10.1
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2004"	"2004"	64	492613	13.0
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2005"	"2005"	62	500020	12.4
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2006"	"2006"	49	504651	9.7
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2007"	"2007"	61	507834	12.0
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2008"	"2008"	63	509032	12.4
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2009"	"2009"	66	511536	12.9
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2010"	"2010"	38	515283	7.4
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2011"	"2011"	55	518270	10.6
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2012"	"2012"	56	522134	10.7
	"Breast"	"26000"	" Modesto, CA  "	"33700"	"2013"	"2013"	55	526286	10.5
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"1999"	"1999"	174	1362545	12.8
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2000"	"2000"	192	1387417	13.8
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2001"	"2001"	214	1409191	15.2
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2002"	"2002"	184	1427867	12.9
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2003"	"2003"	220	1450015	15.2
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2004"	"2004"	186	1478449	12.6
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2005"	"2005"	208	1511310	13.8
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2006"	"2006"	196	1553397	12.6
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2007"	"2007"	200	1592365	12.6
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2008"	"2008"	194	1626925	11.9
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2009"	"2009"	202	1654243	12.2
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2010"	"2010"	197	1675913	11.8
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2011"	"2011"	180	1698288	10.6
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2012"	"2012"	218	1727153	12.6
	"Breast"	"26000"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2013"	"2013"	214	1758577	12.2
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"1999"	"1999"	144	820396	17.6
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2000"	"2000"	142	824911	17.2
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2001"	"2001"	157	829875	18.9
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2002"	"2002"	143	835099	17.1
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2003"	"2003"	129	841939	15.3
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2004"	"2004"	142	844505	16.8
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2005"	"2005"	141	847162	16.6
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2006"	"2006"	154	850207	18.1
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2007"	"2007"	142	853598	16.6
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2008"	"2008"	136	856622	15.9
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2009"	"2009"	143	860025	16.6
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2010"	"2010"	121	863367	14.0
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2011"	"2011"	112	864049	13.0
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2012"	"2012"	150	864031	17.4
	"Breast"	"26000"	" New Haven-Milford, CT  "	"35300"	"2013"	"2013"	114	863016	13.2
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"1999"	"1999"	231	1338370	17.3
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2000"	"2000"	224	1339280	16.7
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2001"	"2001"	226	1344528	16.8
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2002"	"2002"	247	1354638	18.2
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2003"	"2003"	256	1365146	18.8
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2004"	"2004"	238	1377699	17.3
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2005"	"2005"	225	1231358	18.3
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2006"	"2006"	164	1040195	15.8
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2007"	"2007"	156	1096365	14.2
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2008"	"2008"	181	1135831	15.9
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2009"	"2009"	198	1167842	17.0
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2010"	"2010"	186	1195794	15.6
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2011"	"2011"	211	1214235	17.4
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2012"	"2012"	180	1228375	14.7
	"Breast"	"26000"	" New Orleans-Metairie, LA  "	"35380"	"2013"	"2013"	194	1241949	15.6
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	3131	18806645	16.6
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	3265	18980010	17.2
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	3192	19109150	16.7
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	3113	19195261	16.2
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	3128	19248311	16.3
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	2951	19253664	15.3
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	3030	19227714	15.8
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	2918	19200372	15.2
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	2860	19236108	14.9
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	2812	19338823	14.5
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	2771	19469123	14.2
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	2728	19599534	13.9
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	2792	19756128	14.1
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	2742	19874606	13.8
	"Breast"	"26000"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2013"	"2013"	2725	20002086	13.6
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"1999"	"1999"	122	581892	21.0
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2000"	"2000"	136	592809	22.9
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2001"	"2001"	118	605988	19.5
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2002"	"2002"	113	620540	18.2
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2003"	"2003"	124	634862	19.5
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2004"	"2004"	122	653934	18.7
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2005"	"2005"	135	674757	20.0
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2006"	"2006"	117	685132	17.1
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2007"	"2007"	130	691735	18.8
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2008"	"2008"	128	695944	18.4
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2009"	"2009"	121	697973	17.3
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2010"	"2010"	155	703462	22.0
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2011"	"2011"	133	708971	18.8
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2012"	"2012"	115	720121	16.0
	"Breast"	"26000"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2013"	"2013"	141	732659	19.2
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"1999"	"1999"	39	478978	8.1
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2000"	"2000"	54	487906	11.1
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2001"	"2001"	48	495459	9.7
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2002"	"2002"	54	504247	10.7
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2003"	"2003"	51	513021	9.9
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2004"	"2004"	45	522374	8.6
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2005"	"2005"	46	532425	8.6
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2006"	"2006"	56	545746	10.3
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2007"	"2007"	54	561767	9.6
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2008"	"2008"	58	577040	10.1
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2009"	"2009"	47	588773	8.0
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2010"	"2010"	49	599569	8.2
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2011"	"2011"	61	605878	10.1
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2012"	"2012"	66	612629	10.8
	"Breast"	"26000"	" Ogden-Clearfield, UT  "	"36260"	"2013"	"2013"	49	622238	7.9
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"1999"	"1999"	132	1088347	12.1
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2000"	"2000"	152	1098132	13.8
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2001"	"2001"	174	1108860	15.7
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2002"	"2002"	159	1122241	14.2
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2003"	"2003"	164	1134419	14.5
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2004"	"2004"	134	1145524	11.7
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2005"	"2005"	154	1161308	13.3
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2006"	"2006"	143	1182668	12.1
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2007"	"2007"	175	1199665	14.6
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2008"	"2008"	160	1216645	13.2
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2009"	"2009"	121	1237780	9.8
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2010"	"2010"	167	1257888	13.3
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2011"	"2011"	164	1276858	12.8
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2012"	"2012"	183	1297886	14.1
	"Breast"	"26000"	" Oklahoma City, OK  "	"36420"	"2013"	"2013"	179	1320585	13.6
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"1999"	"1999"	113	761603	14.8
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2000"	"2000"	106	769291	13.8
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2001"	"2001"	113	776165	14.6
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2002"	"2002"	106	783567	13.5
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2003"	"2003"	96	792086	12.1
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2004"	"2004"	111	803214	13.8
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2005"	"2005"	116	814309	14.2
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2006"	"2006"	97	824961	11.8
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2007"	"2007"	98	834554	11.7
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2008"	"2008"	101	845119	12.0
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2009"	"2009"	84	856233	9.8
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2010"	"2010"	113	868113	13.0
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2011"	"2011"	109	876979	12.4
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2012"	"2012"	112	885707	12.6
	"Breast"	"26000"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2013"	"2013"	100	895573	11.2
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"1999"	"1999"	198	1607993	12.3
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2000"	"2000"	227	1656890	13.7
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2001"	"2001"	233	1710359	13.6
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2002"	"2002"	225	1760345	12.8
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2003"	"2003"	256	1811544	14.1
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2004"	"2004"	275	1878077	14.6
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2005"	"2005"	224	1955794	11.5
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2006"	"2006"	227	2020057	11.2
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2007"	"2007"	234	2057865	11.4
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2008"	"2008"	265	2087489	12.7
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2009"	"2009"	318	2111917	15.1
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2010"	"2010"	272	2139686	12.7
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2011"	"2011"	274	2176088	12.6
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2012"	"2012"	295	2225901	13.3
	"Breast"	"26000"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2013"	"2013"	301	2271083	13.3
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"1999"	"1999"	93	743357	12.5
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2000"	"2000"	117	756506	15.5
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2001"	"2001"	94	766689	12.3
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2002"	"2002"	93	779489	11.9
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2003"	"2003"	91	788070	11.5
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2004"	"2004"	98	793994	12.3
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2005"	"2005"	87	794197	11.0
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2006"	"2006"	83	798183	10.4
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2007"	"2007"	74	800027	9.2
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2008"	"2008"	90	806353	11.2
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2009"	"2009"	106	815130	13.0
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2010"	"2010"	105	825353	12.7
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2011"	"2011"	92	830973	11.1
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2012"	"2012"	111	835476	13.3
	"Breast"	"26000"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2013"	"2013"	109	840972	13.0
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"1999"	"1999"	90	472138	19.1
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2000"	"2000"	90	477819	18.8
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2001"	"2001"	84	486429	17.3
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2002"	"2002"	83	495425	16.8
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2003"	"2003"	79	504847	15.6
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2004"	"2004"	87	518722	16.8
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2005"	"2005"	99	529907	18.7
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2006"	"2006"	99	535138	18.5
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2007"	"2007"	83	539719	15.4
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2008"	"2008"	102	542378	18.8
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2009"	"2009"	94	542109	17.3
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2010"	"2010"	107	544029	19.7
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2011"	"2011"	88	544431	16.2
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2012"	"2012"	109	547669	19.9
	"Breast"	"26000"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2013"	"2013"	105	551440	19.0
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"1999"	"1999"	1080	5665210	19.1
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2000"	"2000"	1028	5691968	18.1
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2001"	"2001"	1062	5713954	18.6
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2002"	"2002"	1003	5743383	17.5
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2003"	"2003"	1059	5773864	18.3
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2004"	"2004"	1069	5804535	18.4
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2005"	"2005"	944	5829139	16.2
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2006"	"2006"	968	5856125	16.5
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2007"	"2007"	907	5882126	15.4
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2008"	"2008"	966	5906917	16.4
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2009"	"2009"	973	5941539	16.4
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2010"	"2010"	997	5971276	16.7
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2011"	"2011"	1017	5997083	17.0
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2012"	"2012"	965	6020925	16.0
	"Breast"	"26000"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2013"	"2013"	957	6036228	15.9
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"1999"	"1999"	429	3178349	13.5
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2000"	"2000"	454	3273477	13.9
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2001"	"2001"	443	3363736	13.2
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2002"	"2002"	423	3452470	12.3
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2003"	"2003"	394	3536388	11.1
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2004"	"2004"	404	3637332	11.1
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2005"	"2005"	391	3774696	10.4
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2006"	"2006"	451	3914212	11.5
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2007"	"2007"	435	4018128	10.8
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2008"	"2008"	461	4106372	11.2
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2009"	"2009"	422	4153609	10.2
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2010"	"2010"	454	4209347	10.8
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2011"	"2011"	457	4254149	10.7
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2012"	"2012"	478	4330974	11.0
	"Breast"	"26000"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2013"	"2013"	535	4404129	12.1
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"1999"	"1999"	538	2438518	22.1
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2000"	"2000"	476	2428303	19.6
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2001"	"2001"	505	2417480	20.9
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2002"	"2002"	507	2408348	21.1
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2003"	"2003"	503	2401168	20.9
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2004"	"2004"	510	2389107	21.3
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2005"	"2005"	469	2374483	19.8
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2006"	"2006"	440	2364039	18.6
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2007"	"2007"	464	2358914	19.7
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2008"	"2008"	477	2356802	20.2
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2009"	"2009"	472	2355432	20.0
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2010"	"2010"	417	2356678	17.7
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2011"	"2011"	456	2359680	19.3
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2012"	"2012"	415	2361068	17.6
	"Breast"	"26000"	" Pittsburgh, PA  "	"38300"	"2013"	"2013"	440	2360565	18.6
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"1999"	"1999"	86	481966	17.8
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2000"	"2000"	80	489179	16.4
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2001"	"2001"	62	494975	12.5
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2002"	"2002"	75	500178	15.0
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2003"	"2003"	100	504858	19.8
