"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Urinary Bladder"	"29010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2006"	"2006"	176	5318889	3.3
	"Urinary Bladder"	"29010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2007"	"2007"	169	5372905	3.1
	"Urinary Bladder"	"29010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2008"	"2008"	150	5445083	2.8
	"Urinary Bladder"	"29010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2009"	"2009"	169	5547895	3.0
	"Urinary Bladder"	"29010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2010"	"2010"	184	5665931	3.2
	"Urinary Bladder"	"29010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2011"	"2011"	184	5777721	3.2
	"Urinary Bladder"	"29010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2012"	"2012"	206	5873480	3.5
	"Urinary Bladder"	"29010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2013"	"2013"	210	5967176	3.5
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"1999"	"1999"	20	578580	3.5
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2000"	"2000"	26	580911	4.5
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2001"	"2001"	35	584043	6.0
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2002"	"2002"	25	588719	4.2
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2003"	"2003"	25	590712	4.2
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2004"	"2004"	17	593004	2.9
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2005"	"2005"	27	596270	4.5
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2006"	"2006"	28	601501	4.7
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2007"	"2007"	26	608816	4.3
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2008"	"2008"	20	617142	3.2
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2009"	"2009"	30	627215	4.8
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2010"	"2010"	24	631936	3.8
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2011"	"2011"	28	633266	4.4
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2012"	"2012"	21	635942	3.3
	"Urinary Bladder"	"29010"	" Wichita, KS  "	"48620"	"2013"	"2013"	16	638259	2.5
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"1999"	"1999"	17	563928	3.0
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2000"	"2000"	25	571210	4.4
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2001"	"2001"	18	578186	3.1
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2002"	"2002"	33	584321	5.6
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2003"	"2003"	20	588964	3.4
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2004"	"2004"	22	594765	3.7
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2005"	"2005"	33	602805	5.5
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2006"	"2006"	31	613494	5.1
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2007"	"2007"	28	623068	4.5
	"Urinary Bladder"	"29010"	" Winston-Salem, NC  "	"49180"	"2008"	"2008"	28	632186	4.4
