"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Esophagus"	"21010"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	172	4931848	3.5
	"Esophagus"	"21010"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	198	5066356	3.9
	"Esophagus"	"21010"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	184	5170099	3.6
	"Esophagus"	"21010"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	179	5240828	3.4
	"Esophagus"	"21010"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	180	5304207	3.4
	"Esophagus"	"21010"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	211	5374825	3.9
	"Esophagus"	"21010"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	195	5456472	3.6
	"Esophagus"	"21010"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	216	5525432	3.9
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"1999"	"1999"	21	504895	4.2
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2000"	"2000"	29	508896	5.7
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2001"	"2001"	32	512626	6.2
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2002"	"2002"	25	516818	4.8
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2003"	"2003"	35	520120	6.7
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2004"	"2004"	25	526789	4.7
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2005"	"2005"	31	531294	5.8
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2006"	"2006"	21	538643	3.9
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2007"	"2007"	25	545524	4.6
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2008"	"2008"	41	552627	7.4
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2009"	"2009"	24	558096	4.3
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2010"	"2010"	34	566683	6.0
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2011"	"2011"	35	571047	6.1
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2012"	"2012"	28	576755	4.9
	"Esophagus"	"21010"	" Augusta-Richmond County, GA-SC  "	"12260"	"2013"	"2013"	26	580230	4.5
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"1999"	"1999"	28	1205898	2.3
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2000"	"2000"	39	1264950	3.1
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2001"	"2001"	30	1321316	2.3
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2002"	"2002"	42	1347822	3.1
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2003"	"2003"	33	1376030	2.4
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2004"	"2004"	53	1410058	3.8
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2005"	"2005"	45	1453358	3.1
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2006"	"2006"	46	1515485	3.0
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2007"	"2007"	51	1577856	3.2
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2008"	"2008"	41	1633870	2.5
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2009"	"2009"	38	1682338	2.3
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2010"	"2010"	54	1727743	3.1
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2011"	"2011"	49	1782089	2.7
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2012"	"2012"	47	1836149	2.6
	"Esophagus"	"21010"	" Austin-Round Rock, TX  "	"12420"	"2013"	"2013"	59	1885803	3.1
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"1999"	"1999"	28	655428	4.3
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2000"	"2000"	16	663803	2.4
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2001"	"2001"	22	676574	3.3
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2002"	"2002"	25	694059	3.6
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2003"	"2003"	20	714272	2.8
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2004"	"2004"	25	736296	3.4
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2005"	"2005"	31	760726	4.1
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2006"	"2006"	30	784511	3.8
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2007"	"2007"	37	803281	4.6
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2008"	"2008"	39	818327	4.8
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2009"	"2009"	31	830137	3.7
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2010"	"2010"	26	841762	3.1
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2011"	"2011"	37	849872	4.4
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2012"	"2012"	30	856502	3.5
	"Esophagus"	"21010"	" Bakersfield, CA  "	"12540"	"2013"	"2013"	28	865923	3.2
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	168	2540307	6.6
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	158	2557958	6.2
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	148	2575471	5.7
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	143	2596501	5.5
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	151	2614232	5.8
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	161	2630946	6.1
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2005"	"2005"	154	2644231	5.8
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2006"	"2006"	155	2658162	5.8
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2007"	"2007"	154	2667619	5.8
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2008"	"2008"	166	2679819	6.2
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2009"	"2009"	145	2696018	5.4
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2010"	"2010"	158	2715625	5.8
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2011"	"2011"	139	2735205	5.1
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2012"	"2012"	143	2756231	5.2
	"Esophagus"	"21010"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2013"	"2013"	143	2774050	5.2
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"1999"	"1999"	40	700767	5.7
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2000"	"2000"	30	707589	4.2
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2001"	"2001"	34	710731	4.8
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2002"	"2002"	26	715379	3.6
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2003"	"2003"	27	722274	3.7
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2004"	"2004"	26	729774	3.6
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2005"	"2005"	43	733689	5.9
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2006"	"2006"	31	771940	4.0
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2007"	"2007"	45	779796	5.8
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2008"	"2008"	40	787767	5.1
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2009"	"2009"	48	795897	6.0
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2010"	"2010"	33	804491	4.1
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2011"	"2011"	33	808657	4.1
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2012"	"2012"	41	814993	5.0
	"Esophagus"	"21010"	" Baton Rouge, LA  "	"12940"	"2013"	"2013"	49	820409	6.0
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"1999"	"1999"	41	1047440	3.9
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2000"	"2000"	44	1053306	4.2
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2001"	"2001"	47	1059082	4.4
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2002"	"2002"	46	1062966	4.3
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2003"	"2003"	60	1070886	5.6
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2004"	"2004"	48	1078204	4.5
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2005"	"2005"	62	1086318	5.7
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2006"	"2006"	50	1098818	4.6
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2007"	"2007"	53	1107256	4.8
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2008"	"2008"	63	1117101	5.6
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2009"	"2009"	52	1125271	4.6
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2010"	"2010"	56	1129034	5.0
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2011"	"2011"	52	1131010	4.6
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2012"	"2012"	44	1134297	3.9
	"Esophagus"	"21010"	" Birmingham-Hoover, AL  "	"13820"	"2013"	"2013"	57	1139556	5.0
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2000"	"2000"	22	469017	4.7
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2002"	"2002"	18	499994	3.6
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2004"	"2004"	20	525975	3.8
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2005"	"2005"	22	546980	4.0
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2006"	"2006"	22	570583	3.9
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2007"	"2007"	22	590330	3.7
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2008"	"2008"	25	603218	4.1
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2009"	"2009"	21	611341	3.4
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2010"	"2010"	26	617923	4.2
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2011"	"2011"	30	627627	4.8
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2012"	"2012"	27	637651	4.2
	"Esophagus"	"21010"	" Boise City, ID  "	"14260"	"2013"	"2013"	36	650457	5.5
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"1999"	"1999"	256	4369743	5.9
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2000"	"2000"	265	4401256	6.0
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2001"	"2001"	254	4432132	5.7
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2002"	"2002"	317	4440034	7.1
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2003"	"2003"	310	4434723	7.0
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2004"	"2004"	311	4424956	7.0
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2005"	"2005"	312	4418046	7.1
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2006"	"2006"	320	4427356	7.2
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2007"	"2007"	313	4447838	7.0
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2008"	"2008"	321	4483141	7.2
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2009"	"2009"	312	4527220	6.9
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2010"	"2010"	311	4564659	6.8
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2011"	"2011"	300	4608848	6.5
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2012"	"2012"	269	4650668	5.8
	"Esophagus"	"21010"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2013"	"2013"	322	4698049	6.9
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"1999"	"1999"	53	877043	6.0
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2000"	"2000"	42	884364	4.7
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2001"	"2001"	54	889063	6.1
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2002"	"2002"	53	892900	5.9
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2003"	"2003"	65	896342	7.3
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2004"	"2004"	69	897472	7.7
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2005"	"2005"	43	897653	4.8
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2006"	"2006"	45	896254	5.0
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2007"	"2007"	55	897498	6.1
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2008"	"2008"	57	903824	6.3
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2009"	"2009"	39	910421	4.3
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2010"	"2010"	41	919506	4.5
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2011"	"2011"	32	928722	3.4
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2012"	"2012"	48	935290	5.1
	"Esophagus"	"21010"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2013"	"2013"	41	942119	4.4
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"1999"	"1999"	69	1173102	5.9
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2000"	"2000"	94	1169060	8.0
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2001"	"2001"	87	1165067	7.5
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2002"	"2002"	56	1161678	4.8
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2003"	"2003"	82	1159918	7.1
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2004"	"2004"	94	1156070	8.1
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2005"	"2005"	102	1148563	8.9
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2006"	"2006"	89	1141712	7.8
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2007"	"2007"	97	1137678	8.5
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2008"	"2008"	78	1136364	6.9
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2009"	"2009"	110	1135377	9.7
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2010"	"2010"	98	1135342	8.6
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2011"	"2011"	86	1135411	7.6
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2012"	"2012"	84	1135067	7.4
	"Esophagus"	"21010"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2013"	"2013"	103	1136153	9.1
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"1999"	"1999"	34	431981	7.9
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2000"	"2000"	40	444311	9.0
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2001"	"2001"	42	461037	9.1
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2002"	"2002"	40	478889	8.4
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2003"	"2003"	48	497662	9.6
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2004"	"2004"	43	522431	8.2
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2005"	"2005"	48	555029	8.6
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2006"	"2006"	69	582678	11.8
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2007"	"2007"	65	604716	10.7
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2008"	"2008"	52	610984	8.5
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2009"	"2009"	46	612297	7.5
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2010"	"2010"	47	620521	7.6
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2011"	"2011"	48	631412	7.6
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2012"	"2012"	52	644988	8.1
	"Esophagus"	"21010"	" Cape Coral-Fort Myers, FL  "	"15980"	"2013"	"2013"	61	661336	9.2
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"1999"	"1999"	43	546169	7.9
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2000"	"2000"	31	550916	5.6
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2001"	"2001"	33	556901	5.9
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2002"	"2002"	43	565179	7.6
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2003"	"2003"	29	573376	5.1
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2004"	"2004"	41	587231	7.0
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2005"	"2005"	40	598313	6.7
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2006"	"2006"	34	614463	5.5
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2007"	"2007"	49	628384	7.8
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2008"	"2008"	41	643613	6.4
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2009"	"2009"	31	655447	4.7
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2010"	"2010"	36	667724	5.4
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2011"	"2011"	34	681482	5.0
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2012"	"2012"	42	697435	6.0
	"Esophagus"	"21010"	" Charleston-North Charleston, SC  "	"16700"	"2013"	"2013"	32	712081	4.5
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"1999"	"1999"	71	1686617	4.2
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2000"	"2000"	67	1728616	3.9
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2001"	"2001"	65	1769476	3.7
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2002"	"2002"	63	1806638	3.5
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2003"	"2003"	91	1841489	4.9
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2004"	"2004"	81	1880010	4.3
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2005"	"2005"	85	1934168	4.4
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2006"	"2006"	92	2009239	4.6
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2007"	"2007"	86	2086153	4.1
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2008"	"2008"	109	2151756	5.1
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2009"	"2009"	89	2195856	4.1
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2010"	"2010"	95	2223894	4.3
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2011"	"2011"	87	2257149	3.9
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2012"	"2012"	119	2295879	5.2
	"Esophagus"	"21010"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2013"	"2013"	120	2337339	5.1
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2003"	"2003"	25	490089	5.1
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2004"	"2004"	27	494709	5.5
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2005"	"2005"	18	499564	3.6
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2006"	"2006"	28	506473	5.5
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2007"	"2007"	31	513100	6.0
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2008"	"2008"	22	518778	4.2
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2009"	"2009"	37	524082	7.1
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2010"	"2010"	30	529103	5.7
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2011"	"2011"	30	533162	5.6
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2012"	"2012"	36	537997	6.7
	"Esophagus"	"21010"	" Chattanooga, TN-GA  "	"16860"	"2013"	"2013"	27	542161	5.0
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	463	9035654	5.1
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	500	9113234	5.5
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	468	9169580	5.1
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	468	9206032	5.1
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	445	9233303	4.8
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	481	9260676	5.2
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	434	9276302	4.7
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	485	9297749	5.2
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	461	9337140	4.9
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	463	9384555	4.9
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	512	9429498	5.4
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	410	9470069	4.3
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	473	9493464	5.0
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	488	9519316	5.1
	"Esophagus"	"21010"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	473	9544796	5.0
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	101	1984493	5.1
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	78	1999554	3.9
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	87	2012228	4.3
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	85	2020396	4.2
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	96	2031529	4.7
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	102	2042753	5.0
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	78	2054879	3.8
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	114	2069960	5.5
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	118	2084042	5.7
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	116	2095040	5.5
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	104	2107649	4.9
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	124	2117863	5.9
