"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	122	2123332	5.7
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	115	2129786	5.4
	"Esophagus"	"21010"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	101	2138536	4.7
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	144	2149943	6.7
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	157	2147532	7.3
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	132	2141787	6.2
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	126	2136201	5.9
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	134	2131150	6.3
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	151	2122934	7.1
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	136	2111699	6.4
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	166	2099415	7.9
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	117	2091596	5.6
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	124	2085110	5.9
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	146	2081063	7.0
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	142	2075558	6.8
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	124	2068399	6.0
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	142	2064570	6.9
	"Esophagus"	"21010"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	142	2065328	6.9
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"1999"	"1999"	16	529338	3.0
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2000"	"2000"	18	540593	3.3
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2001"	"2001"	24	557057	4.3
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2002"	"2002"	27	565688	4.8
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2003"	"2003"	22	569231	3.9
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2004"	"2004"	20	578345	3.5
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2005"	"2005"	19	587778	3.2
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	18	602532	3.0
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2007"	"2007"	20	609490	3.3
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2008"	"2008"	19	620644	3.1
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2009"	"2009"	26	630998	4.1
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2010"	"2010"	25	650351	3.8
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2011"	"2011"	30	660278	4.5
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	28	669100	4.2
	"Esophagus"	"21010"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	34	678711	5.0
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"1999"	"1999"	33	640126	5.2
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2000"	"2000"	37	649567	5.7
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2001"	"2001"	29	659125	4.4
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2002"	"2002"	38	666087	5.7
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2003"	"2003"	29	676083	4.3
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2004"	"2004"	33	690421	4.8
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2005"	"2005"	23	699160	3.3
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2006"	"2006"	26	715091	3.6
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2007"	"2007"	39	730546	5.3
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2008"	"2008"	41	745740	5.5
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2009"	"2009"	36	759400	4.7
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2010"	"2010"	21	769661	2.7
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2011"	"2011"	30	776630	3.9
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2012"	"2012"	34	784279	4.3
	"Esophagus"	"21010"	" Columbia, SC  "	"17900"	"2013"	"2013"	41	792422	5.2
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"1999"	"1999"	75	1658194	4.5
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2000"	"2000"	88	1682068	5.2
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2001"	"2001"	93	1706779	5.4
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2002"	"2002"	80	1726352	4.6
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2003"	"2003"	88	1749262	5.0
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2004"	"2004"	105	1769572	5.9
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2005"	"2005"	93	1791126	5.2
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2006"	"2006"	105	1816992	5.8
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2007"	"2007"	94	1841539	5.1
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2008"	"2008"	102	1865647	5.5
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2009"	"2009"	123	1887548	6.5
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2010"	"2010"	96	1906177	5.0
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2011"	"2011"	90	1925540	4.7
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2012"	"2012"	99	1945659	5.1
	"Esophagus"	"21010"	" Columbus, OH  "	"18140"	"2013"	"2013"	94	1969032	4.8
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	164	5101405	3.2
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	156	5235385	3.0
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	177	5376413	3.3
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	143	5482944	2.6
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	177	5575785	3.2
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	177	5666333	3.1
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	191	5776543	3.3
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	234	5942755	3.9
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	212	6081907	3.5
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	241	6211115	3.9
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	196	6341740	3.1
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	207	6452725	3.2
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	233	6574866	3.5
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	205	6710066	3.1
	"Esophagus"	"21010"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	237	6823113	3.5
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"1999"	"1999"	51	808010	6.3
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2000"	"2000"	30	805938	3.7
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2001"	"2001"	49	804479	6.1
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2002"	"2002"	41	804286	5.1
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2003"	"2003"	47	804926	5.8
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2004"	"2004"	48	805930	6.0
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2005"	"2005"	49	804766	6.1
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2006"	"2006"	49	803498	6.1
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2007"	"2007"	53	801852	6.6
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2008"	"2008"	53	800209	6.6
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2009"	"2009"	52	798895	6.5
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2010"	"2010"	47	800245	5.9
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2011"	"2011"	54	801334	6.7
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2012"	"2012"	41	802234	5.1
	"Esophagus"	"21010"	" Dayton, OH  "	"19380"	"2013"	"2013"	42	801645	5.2
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"1999"	"1999"	44	486692	9.0
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2000"	"2000"	45	495514	9.1
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2001"	"2001"	47	505047	9.3
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2002"	"2002"	54	516153	10.5
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2003"	"2003"	48	529021	9.1
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2004"	"2004"	60	546232	11.0
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2005"	"2005"	47	563305	8.3
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2006"	"2006"	46	579087	7.9
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2007"	"2007"	59	589451	10.0
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2008"	"2008"	47	590912	8.0
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2009"	"2009"	46	589388	7.8
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2010"	"2010"	60	590678	10.2
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2011"	"2011"	53	591753	9.0
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2012"	"2012"	51	595602	8.6
	"Esophagus"	"21010"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2013"	"2013"	44	601151	7.3
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2002"	"2002"	79	2266781	3.5
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2003"	"2003"	88	2284876	3.9
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2004"	"2004"	101	2304818	4.4
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2005"	"2005"	96	2332749	4.1
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2006"	"2006"	81	2374194	3.4
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2007"	"2007"	83	2418686	3.4
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2008"	"2008"	97	2463971	3.9
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2009"	"2009"	110	2509417	4.4
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2010"	"2010"	91	2554335	3.6
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2011"	"2011"	87	2600843	3.3
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2012"	"2012"	108	2647780	4.1
	"Esophagus"	"21010"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2013"	"2013"	124	2699750	4.6
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"1999"	"1999"	26	475924	5.5
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2000"	"2000"	17	483243	3.5
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2001"	"2001"	24	489761	4.9
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2002"	"2002"	22	496276	4.4
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2003"	"2003"	29	503406	5.8
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2004"	"2004"	18	511257	3.5
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2005"	"2005"	24	521578	4.6
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2006"	"2006"	32	532738	6.0
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2007"	"2007"	32	543590	5.9
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2008"	"2008"	28	553644	5.1
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2009"	"2009"	28	562601	5.0
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2010"	"2010"	30	571883	5.2
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2011"	"2011"	34	580741	5.9
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2012"	"2012"	31	589453	5.3
	"Esophagus"	"21010"	" Des Moines-West Des Moines, IA  "	"19780"	"2013"	"2013"	33	600086	5.5
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"1999"	"1999"	229	4447649	5.1
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2000"	"2000"	254	4455503	5.7
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2001"	"2001"	238	4461855	5.3
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2002"	"2002"	259	4456433	5.8
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2003"	"2003"	274	4453371	6.2
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2004"	"2004"	276	4445887	6.2
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2005"	"2005"	239	4431048	5.4
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2006"	"2006"	252	4409697	5.7
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2007"	"2007"	252	4377116	5.8
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2008"	"2008"	247	4339504	5.7
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2009"	"2009"	281	4311728	6.5
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2010"	"2010"	254	4291176	5.9
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2011"	"2011"	240	4287145	5.6
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2012"	"2012"	246	4292912	5.7
	"Esophagus"	"21010"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2013"	"2013"	287	4295394	6.7
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2000"	"2000"	17	426116	4.0
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2001"	"2001"	23	435229	5.3
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2003"	"2003"	19	446402	4.3
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2004"	"2004"	21	451323	4.7
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2005"	"2005"	30	458287	6.5
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2006"	"2006"	25	468238	5.3
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2007"	"2007"	21	478699	4.4
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2008"	"2008"	19	489919	3.9
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2009"	"2009"	26	499753	5.2
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2010"	"2010"	25	508063	4.9
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2011"	"2011"	20	515828	3.9
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2012"	"2012"	31	525026	5.9
	"Esophagus"	"21010"	" Durham-Chapel Hill, NC  "	"20500"	"2013"	"2013"	19	533622	3.6
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"1999"	"1999"	21	678720	3.1
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2000"	"2000"	22	685086	3.2
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2001"	"2001"	20	692568	2.9
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2002"	"2002"	17	699844	2.4
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2003"	"2003"	28	708545	4.0
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2004"	"2004"	20	720997	2.8
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2005"	"2005"	16	731511	2.2
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2006"	"2006"	29	748254	3.9
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2008"	"2008"	24	773304	3.1
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2009"	"2009"	24	790182	3.0
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2010"	"2010"	25	807089	3.1
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2011"	"2011"	27	823134	3.3
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2012"	"2012"	21	834477	2.5
	"Esophagus"	"21010"	" El Paso, TX  "	"21340"	"2013"	"2013"	20	834630	2.4
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"1999"	"1999"	26	789405	3.3
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2000"	"2000"	17	801288	2.1
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2001"	"2001"	37	813021	4.6
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2002"	"2002"	27	829762	3.3
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2003"	"2003"	17	847193	2.0
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2004"	"2004"	33	861035	3.8
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2005"	"2005"	37	872470	4.2
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2006"	"2006"	27	883862	3.1
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2007"	"2007"	28	895933	3.1
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2008"	"2008"	31	909630	3.4
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2009"	"2009"	30	921478	3.3
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2010"	"2010"	38	932642	4.1
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2011"	"2011"	31	941260	3.3
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2012"	"2012"	36	948240	3.8
	"Esophagus"	"21010"	" Fresno, CA  "	"23420"	"2013"	"2013"	29	956102	3.0
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"1999"	"1999"	41	920648	4.5
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2000"	"2000"	59	934152	6.3
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2001"	"2001"	46	944552	4.9
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2002"	"2002"	47	952185	4.9
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2003"	"2003"	51	959259	5.3
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2004"	"2004"	37	965089	3.8
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2005"	"2005"	36	970713	3.7
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2006"	"2006"	45	976610	4.6
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2007"	"2007"	48	981643	4.9
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2008"	"2008"	48	984563	4.9
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2009"	"2009"	53	987281	5.4
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2010"	"2010"	51	989205	5.2
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2011"	"2011"	48	996355	4.8
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2012"	"2012"	52	1006131	5.2
	"Esophagus"	"21010"	" Grand Rapids-Wyoming, MI  "	"24340"	"2013"	"2013"	51	1017247	5.0
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"1999"	"1999"	33	637026	5.2
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2000"	"2000"	26	645409	4.0
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2001"	"2001"	32	652741	4.9
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2002"	"2002"	35	657855	5.3
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2003"	"2003"	29	663140	4.4
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2004"	"2004"	30	667711	4.5
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2005"	"2005"	36	677080	5.3
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2006"	"2006"	33	689637	4.8
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2007"	"2007"	28	700485	4.0
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2008"	"2008"	35	711405	4.9
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2009"	"2009"	32	718902	4.5
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2010"	"2010"	37	725040	5.1
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2011"	"2011"	33	730077	4.5
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2012"	"2012"	29	735866	3.9
	"Esophagus"	"21010"	" Greensboro-High Point, NC  "	"24660"	"2013"	"2013"	37	741314	5.0
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"1999"	"1999"	25	717514	3.5
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2000"	"2000"	28	727743	3.8
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2001"	"2001"	22	735668	3.0
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2002"	"2002"	38	741131	5.1
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2003"	"2003"	36	747276	4.8
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2004"	"2004"	28	754196	3.7
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2005"	"2005"	49	763048	6.4
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2006"	"2006"	33	777494	4.2
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2007"	"2007"	42	793500	5.3
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2008"	"2008"	36	808765	4.5
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2009"	"2009"	33	819279	4.0
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2010"	"2010"	53	825765	6.4
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2011"	"2011"	42	833417	5.0
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2012"	"2012"	43	842037	5.1
	"Esophagus"	"21010"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2013"	"2013"	45	850406	5.3
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"1999"	"1999"	37	508176	7.3
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2000"	"2000"	32	509451	6.3
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2001"	"2001"	35	511391	6.8
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2002"	"2002"	30	515553	5.8
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2003"	"2003"	32	519152	6.2
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2004"	"2004"	23	521882	4.4
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2005"	"2005"	27	525775	5.1
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2006"	"2006"	33	532268	6.2
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2007"	"2007"	22	537268	4.1
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2008"	"2008"	29	542301	5.3
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2009"	"2009"	26	546874	4.8
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2010"	"2010"	26	550258	4.7
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2011"	"2011"	29	551935	5.3
	"Esophagus"	"21010"	" Harrisburg-Carlisle, PA  "	"25420"	"2012"	"2012"	27	554827	4.9
